Variable,Value
makam,gerdaniye
form,kupe
usul,duyek
title,perde-i
composer,ahmet_avni_konuk
filename,gerdaniye--kupe--duyek--perde-i--ahmet_avni_konuk.txt
note_count,96
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,319.5833333333333
median_koma53,343.0
std_koma53,84.75806642769409
koma53_range,372
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16666666666666666
median_unit_duration,0.125
std_unit_duration,0.07459686978993249
most_common_note,G5
most_common_note_count,20
