Variable,Value
makam,hicaz
form,sarki
usul,aksak
title,hastayim_yasiyorum
composer,udi_hrant
filename,hicaz--sarki--aksak--hastayim_yasiyorum--udi_hrant.txt
note_count,410
unique_note_count,19
minimum_koma53,0
maximum_koma53,371
mean_koma53,328.5609756097561
median_koma53,327.0
std_koma53,21.90828714209822
koma53_range,371
total_unit_duration,35.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.0871951219512195
median_unit_duration,0.0625
std_unit_duration,0.06298130517004501
most_common_note,D5
most_common_note_count,81
