Variable,Value
makam,nisaburek
form,sarki
usul,duyek
title,ayrilik_yari
composer,selahaddin_pinar
filename,nisaburek--sarki--duyek--ayrilik_yari--selahaddin_pinar.txt
note_count,360
unique_note_count,16
minimum_koma53,-1
maximum_koma53,367
mean_koma53,321.84444444444443
median_koma53,327.0
std_koma53,57.148667211369876
koma53_range,368
total_unit_duration,48.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.13368055555555555
median_unit_duration,0.125
std_unit_duration,0.06001823687305939
most_common_note,C5#4
most_common_note_count,52
