Variable,Value
makam,segah
form,sarki
usul,semai
title,gurbet_icimde
composer,teoman_alpay
filename,segah--sarki--semai--gurbet_icimde--teoman_alpay.txt
note_count,325
unique_note_count,7
minimum_koma53,0
maximum_koma53,358
mean_koma53,331.3446153846154
median_koma53,335.0
std_koma53,22.220514036911418
koma53_range,358
total_unit_duration,144.25
minimum_unit_duration,0.125
maximum_unit_duration,1.5
mean_unit_duration,0.44384615384615383
median_unit_duration,0.25
std_unit_duration,0.413087188909346
most_common_note,E5b1
most_common_note_count,77
