Variable,Value
makam,hicaz_uzzal
form,turku
usul,curcuna
title,evlerinde_bir
composer,gaziantep
filename,hicaz_uzzal--turku--curcuna--evlerinde_bir--gaziantep.txt
note_count,270
unique_note_count,10
minimum_koma53,0
maximum_koma53,358
mean_koma53,335.3666666666667
median_koma53,336.0
std_koma53,24.88954782791497
koma53_range,358
total_unit_duration,39.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.14722222222222223
median_unit_duration,0.125
std_unit_duration,0.07575518189301061
most_common_note,E5
most_common_note_count,73
