Variable,Value
makam,sehnaz
form,sarki
usul,sofyan
title,soyle_nicin
composer,bimen_sen
filename,sehnaz--sarki--sofyan--soyle_nicin--bimen_sen.txt
note_count,228
unique_note_count,16
minimum_koma53,-1
maximum_koma53,380
mean_koma53,311.24122807017545
median_koma53,341.0
std_koma53,99.00602332177476
koma53_range,381
total_unit_duration,32.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.14144736842105263
median_unit_duration,0.125
std_unit_duration,0.08447722090643797
most_common_note,A5
most_common_note_count,34
