Variable,Value
makam,bestenigar
form,sarki
usul,duyek
title,yakti_cihani
composer,ismet_aga
filename,bestenigar--sarki--duyek--yakti_cihani--ismet_aga.txt
note_count,293
unique_note_count,13
minimum_koma53,-1
maximum_koma53,358
mean_koma53,297.9658703071672
median_koma53,318.0
std_koma53,84.65181827949247
koma53_range,359
total_unit_duration,32.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10964163822525597
median_unit_duration,0.09375
std_unit_duration,0.06780172810024895
most_common_note,C5
most_common_note_count,56
