Variable,Value
makam,hicaz_uzzal
form,sarki
usul,turkaksagi
title,kendine_nicin
composer,medeni_aziz_efendi
filename,hicaz_uzzal--sarki--turkaksagi--kendine_nicin--medeni_aziz_efendi.txt
note_count,311
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,321.0032154340836
median_koma53,336.0
std_koma53,60.69939141918879
koma53_range,372
total_unit_duration,30.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.09686495176848875
median_unit_duration,0.0625
std_unit_duration,0.061788030680714305
most_common_note,E5
most_common_note_count,65
