Variable,Value
makam,muhayyerkurdi
form,sarki
usul,duyek
title,nemlendi_yine
composer,sinan_sipahi
filename,muhayyerkurdi--sarki--duyek--nemlendi_yine--sinan_sipahi.txt
note_count,275
unique_note_count,10
minimum_koma53,-1
maximum_koma53,371
mean_koma53,292.1309090909091
median_koma53,327.0
std_koma53,109.97622980186814
koma53_range,372
total_unit_duration,61.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.22227272727272726
median_unit_duration,0.125
std_unit_duration,0.15205951756210778
most_common_note,D5
most_common_note_count,43
