Variable,Value
makam,acemasiran
form,sarki
usul,agiraksak
title,ne_kadar
composer,artaki_candan
filename,acemasiran--sarki--agiraksak--ne_kadar--artaki_candan.txt
note_count,322
unique_note_count,20
minimum_koma53,-1
maximum_koma53,366
mean_koma53,308.51552795031057
median_koma53,327.0
std_koma53,81.74377609011697
koma53_range,367
total_unit_duration,44.875
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.5
mean_unit_duration,0.13936335403726707
median_unit_duration,0.125
std_unit_duration,0.10342377944383717
most_common_note,F5
most_common_note_count,55
