Variable,Value
makam,suzinak
form,agirsemai
usul,aksaksemai
title,kapilir_her
composer,kucuk_mehmet_aga
filename,suzinak--agirsemai--aksaksemai--kapilir_her--kucuk_mehmet_aga.txt
note_count,454
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,314.2753303964758
median_koma53,327.0
std_koma53,71.13818570305531
koma53_range,372
total_unit_duration,46.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10297356828193832
median_unit_duration,0.0625
std_unit_duration,0.059467862985633745
most_common_note,D5
most_common_note_count,106
