Variable,Value
makam,huzzam
form,sarki
usul,curcuna
title,gonul_durup
composer,sukru_tunar
filename,huzzam--sarki--curcuna--gonul_durup--sukru_tunar.txt
note_count,493
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,327.2454361054767
median_koma53,343.0
std_koma53,67.40267452401514
koma53_range,381
total_unit_duration,90.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.18280933062880325
median_unit_duration,0.125
std_unit_duration,0.173013898573942
most_common_note,F5#4
most_common_note_count,96
