Variable,Value
makam,hicazkar
form,sarki
usul,duyek
title,yuzun_gullerden
composer,sadettin_kaynak
filename,hicazkar--sarki--duyek--yuzun_gullerden--sadettin_kaynak.txt
note_count,557
unique_note_count,24
minimum_koma53,-1
maximum_koma53,371
mean_koma53,284.9245960502693
median_koma53,318.0
std_koma53,108.39150024610288
koma53_range,372
total_unit_duration,72.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.1294883303411131
median_unit_duration,0.125
std_unit_duration,0.0790581620332634
most_common_note,C5
most_common_note_count,75
