Variable,Value
makam,kurdilihicazkar
form,sarki
usul,musemmen
title,iftirakindir_sebep
composer,haci_arif_bey
filename,kurdilihicazkar--sarki--musemmen--iftirakindir_sebep--haci_arif_bey.txt
note_count,252
unique_note_count,18
minimum_koma53,-1
maximum_koma53,366
mean_koma53,327.82936507936506
median_koma53,332.0
std_koma53,40.34658922073418
koma53_range,367
total_unit_duration,31.75
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.1259920634920635
median_unit_duration,0.125
std_unit_duration,0.07484384764552389
most_common_note,G5
most_common_note_count,52
