Variable,Value
makam,ferahfeza
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,ferahfeza--seyir--sofyan--1--sefik_gurmeric.txt
note_count,93
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,310.4301075268817
median_koma53,318.0
std_koma53,53.0164859202884
koma53_range,372
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.17204301075268819
median_unit_duration,0.125
std_unit_duration,0.12317137795510197
most_common_note,E5
most_common_note_count,11
