Variable,Value
makam,huseyni
form,beste
usul,berefsan
title,sebnem_gibi
composer,zaharya
filename,huseyni--beste--berefsan--sebnem_gibi--zaharya.txt
note_count,1090
unique_note_count,19
minimum_koma53,-1
maximum_koma53,375
mean_koma53,321.8146788990826
median_koma53,336.0
std_koma53,59.635782865009084
koma53_range,376
total_unit_duration,192.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1761467889908257
median_unit_duration,0.125
std_unit_duration,0.11492378403760473
most_common_note,E5
most_common_note_count,254
