Variable,Value
makam,ussak
form,sazsemaisi
usul,aksaksemai
title,
composer,kantemiroglu
filename,ussak--sazsemaisi--aksaksemai----kantemiroglu.txt
note_count,546
unique_note_count,12
minimum_koma53,-1
maximum_koma53,362
mean_koma53,300.3663003663004
median_koma53,318.0
std_koma53,77.87813038668897
koma53_range,363
total_unit_duration,67.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.12293956043956043
median_unit_duration,0.125
std_unit_duration,0.06229361528675716
most_common_note,C5
most_common_note_count,93
