Variable,Value
makam,beyati
form,sarki
usul,agirduyek
title,her_dem
composer,dede_efendi
filename,beyati--sarki--agirduyek--her_dem--dede_efendi.txt
note_count,439
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,316.87927107061506
median_koma53,327.0
std_koma53,65.75029908376415
koma53_range,372
total_unit_duration,63.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.14350797266514806
median_unit_duration,0.125
std_unit_duration,0.08294914024749346
most_common_note,D5
most_common_note_count,84
