Variable,Value
makam,muhayyer
form,turku
usul,nimsofyan
title,ben_de
composer,adana
filename,muhayyer--turku--nimsofyan--ben_de--adana.txt
note_count,587
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,329.20272572402047
median_koma53,336.0
std_koma53,44.52657441051607
koma53_range,372
total_unit_duration,52.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.08901192504258944
median_unit_duration,0.0625
std_unit_duration,0.049755192785140755
most_common_note,D5
most_common_note_count,88
