Variable,Value
makam,besteisfahan
form,seyir
usul,sofyan
title,1
composer,sefik_gurmeric
filename,besteisfahan--seyir--sofyan--1--sefik_gurmeric.txt
note_count,99
unique_note_count,16
minimum_koma53,-1
maximum_koma53,367
mean_koma53,316.4343434343434
median_koma53,327.0
std_koma53,49.25426773514907
koma53_range,368
total_unit_duration,16.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.16161616161616163
median_unit_duration,0.125
std_unit_duration,0.12209967549729622
most_common_note,D5
most_common_note_count,22
