Variable,Value
makam,segah
form,turku
usul,aksak
title,boyda_bosun
composer,istanbul
filename,segah--turku--aksak--boyda_bosun--istanbul.txt
note_count,377
unique_note_count,8
minimum_koma53,-1
maximum_koma53,358
mean_koma53,315.42175066312996
median_koma53,335.0
std_koma53,74.09711751156567
koma53_range,359
total_unit_duration,54.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.14356763925729443
median_unit_duration,0.125
std_unit_duration,0.09423229171075596
most_common_note,E5b1
most_common_note_count,72
