Variable,Value
makam,ussak
form,yuruksemai
usul,yuruksemai
title,dila_cunem
composer,diyarbakirli_mahmut_celebi
filename,ussak--yuruksemai--yuruksemai--dila_cunem--diyarbakirli_mahmut_celebi.txt
note_count,387
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,296.7105943152455
median_koma53,318.0
std_koma53,86.24389422802513
koma53_range,372
total_unit_duration,72.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1866925064599483
median_unit_duration,0.125
std_unit_duration,0.10204234247961624
most_common_note,D5
most_common_note_count,67
