Variable,Value
makam,nihavent
form,sarki
usul,sofyan
title,istinye_korfezinde
composer,munir_nurettin_selcuk
filename,nihavent--sarki--sofyan--istinye_korfezinde--munir_nurettin_selcuk.txt
note_count,418
unique_note_count,19
minimum_koma53,-1
maximum_koma53,362
mean_koma53,315.5311004784689
median_koma53,327.0
std_koma53,58.02844121354056
koma53_range,363
total_unit_duration,65.25
minimum_unit_duration,0.03125
maximum_unit_duration,1.0
mean_unit_duration,0.15610047846889952
median_unit_duration,0.125
std_unit_duration,0.10930796625397927
most_common_note,D5
most_common_note_count,66
