Variable,Value
makam,hicaz
form,sarki
usul,semai
title,sirma_sacli
composer,misirli_udi_ibrahim_efendi
filename,hicaz--sarki--semai--sirma_sacli--misirli_udi_ibrahim_efendi.txt
note_count,674
unique_note_count,15
minimum_koma53,-1
maximum_koma53,375
mean_koma53,326.4391691394659
median_koma53,336.0
std_koma53,49.003047573825576
koma53_range,376
total_unit_duration,130.75
minimum_unit_duration,0.0625
maximum_unit_duration,1.25
mean_unit_duration,0.19399109792284866
median_unit_duration,0.125
std_unit_duration,0.16354290338631347
most_common_note,D5
most_common_note_count,110
