Variable,Value
makam,neveser
form,sazsemaisi
usul,aksaksemai
title,
composer,bekir_sitki_sezgin
filename,neveser--sazsemaisi--aksaksemai----bekir_sitki_sezgin.txt
note_count,600
unique_note_count,23
minimum_koma53,-1
maximum_koma53,363
mean_koma53,303.21666666666664
median_koma53,322.0
std_koma53,73.64617655446008
koma53_range,364
total_unit_duration,60.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10041666666666667
median_unit_duration,0.0625
std_unit_duration,0.06427501710735956
most_common_note,D5
most_common_note_count,77
