Variable,Value
makam,ussak
form,ornek_oz
usul,senginsemai
title,1
composer,ruhi_ayangil
filename,ussak--ornek_oz--senginsemai--1--ruhi_ayangil.txt
note_count,34
unique_note_count,9
minimum_koma53,296
maximum_koma53,358
mean_koma53,323.4117647058824
median_koma53,318.0
std_koma53,13.850101513814222
koma53_range,62
total_unit_duration,6.0
minimum_unit_duration,0.125
maximum_unit_duration,0.5
mean_unit_duration,0.17647058823529413
median_unit_duration,0.125
std_unit_duration,0.11145409037020379
most_common_note,C5
most_common_note_count,8
