Variable,Value
makam,acemasiran
form,aranagme
usul,sofyan
title,1
composer,
filename,acemasiran--aranagme--sofyan--1--.txt
note_count,85
unique_note_count,9
minimum_koma53,-1
maximum_koma53,362
mean_koma53,292.21176470588233
median_koma53,336.0
std_koma53,114.41144362069971
koma53_range,363
total_unit_duration,16.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.19117647058823528
median_unit_duration,0.125
std_unit_duration,0.13853538111518043
most_common_note,F5
most_common_note_count,18
