Variable,Value
makam,muhayyerkurdi
form,sarki
usul,duyek
title,o_beni
composer,sekip_ayhan_ozisik
filename,muhayyerkurdi--sarki--duyek--o_beni--sekip_ayhan_ozisik.txt
note_count,335
unique_note_count,13
minimum_koma53,-1
maximum_koma53,380
mean_koma53,303.98805970149255
median_koma53,336.0
std_koma53,102.35841619517394
koma53_range,381
total_unit_duration,50.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1496268656716418
median_unit_duration,0.125
std_unit_duration,0.0800557133510568
most_common_note,E5
most_common_note_count,47
