Variable,Value
makam,arazbarbuselik
form,kupe
usul,agiraksak
title,buse
composer,ahmet_avni_konuk
filename,arazbarbuselik--kupe--agiraksak--buse--ahmet_avni_konuk.txt
note_count,107
unique_note_count,14
minimum_koma53,-1
maximum_koma53,362
mean_koma53,311.5514018691589
median_koma53,334.0
std_koma53,84.30797469440733
koma53_range,363
total_unit_duration,18.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16822429906542055
median_unit_duration,0.125
std_unit_duration,0.10100147658281891
most_common_note,G5
most_common_note_count,16
