Variable,Value
makam,sultaniyegah
form,sarki
usul,turkaksagi
title,gonlum_sevdi
composer,lemi_atli
filename,sultaniyegah--sarki--turkaksagi--gonlum_sevdi--lemi_atli.txt
note_count,319
unique_note_count,20
minimum_koma53,-1
maximum_koma53,380
mean_koma53,300.87774294670845
median_koma53,314.0
std_koma53,70.0402452137817
koma53_range,381
total_unit_duration,40.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.12578369905956113
median_unit_duration,0.125
std_unit_duration,0.08083543876986564
most_common_note,D5
most_common_note_count,36
