Variable,Value
makam,mahur
form,sarki
usul,aksak
title,bir_gonulde
composer,mazhar_bey
filename,mahur--sarki--aksak--bir_gonulde--mazhar_bey.txt
note_count,518
unique_note_count,17
minimum_koma53,-1
maximum_koma53,380
mean_koma53,320.85714285714283
median_koma53,336.0
std_koma53,67.5940984423843
koma53_range,381
total_unit_duration,62.75
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.12113899613899613
median_unit_duration,0.125
std_unit_duration,0.06340157074303998
most_common_note,G5
most_common_note_count,75
