Variable,Value
makam,muhayyer
form,turku
usul,nimcember
title,erzurumun_daginda
composer,hulusi_seven
filename,muhayyer--turku--nimcember--erzurumun_daginda--hulusi_seven.txt
note_count,89
unique_note_count,10
minimum_koma53,-1
maximum_koma53,365
mean_koma53,318.0674157303371
median_koma53,327.0
std_koma53,71.30819756407091
koma53_range,366
total_unit_duration,12.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.13623595505617977
median_unit_duration,0.125
std_unit_duration,0.06000843169390109
most_common_note,D5
most_common_note_count,17
