Variable,Value
makam,hicaz
form,azeriturku
usul,nimsofyan
title,yurek_odir
composer,
filename,hicaz--azeriturku--nimsofyan--yurek_odir--.txt
note_count,281
unique_note_count,10
minimum_koma53,-1
maximum_koma53,363
mean_koma53,311.7829181494662
median_koma53,327.0
std_koma53,73.00767469459039
koma53_range,364
total_unit_duration,55.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.5
mean_unit_duration,0.19661921708185054
median_unit_duration,0.125
std_unit_duration,0.22863561352563164
most_common_note,D5
most_common_note_count,64
