Variable,Value
makam,huseyni
form,turku
usul,aksak
title,leylak_takivermis
composer,bahri_altintas
filename,huseyni--turku--aksak--leylak_takivermis--bahri_altintas.txt
note_count,447
unique_note_count,12
minimum_koma53,-1
maximum_koma53,367
mean_koma53,318.05816554809843
median_koma53,336.0
std_koma53,68.93495484380783
koma53_range,368
total_unit_duration,72.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.125
mean_unit_duration,0.16135346756152125
median_unit_duration,0.125
std_unit_duration,0.14632938726980385
most_common_note,E5
most_common_note_count,90
