Variable,Value
makam,segah
form,turku
usul,iki_bir
title,ay_giz
composer,kars
filename,segah--turku--iki_bir--ay_giz--kars.txt
note_count,204
unique_note_count,9
minimum_koma53,-1
maximum_koma53,349
mean_koma53,299.8186274509804
median_koma53,318.0
std_koma53,85.54836989794428
koma53_range,350
total_unit_duration,29.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.75
mean_unit_duration,0.14460784313725492
median_unit_duration,0.125
std_unit_duration,0.08595145919178421
most_common_note,D5
most_common_note_count,52
