Variable,Value
makam,neva
form,kar
usul,nimsakil
title,ey_gulbun-i
composer,itri
filename,neva--kar--nimsakil--ey_gulbun-i--itri.txt
note_count,1589
unique_note_count,23
minimum_koma53,-1
maximum_koma53,371
mean_koma53,297.2787916928886
median_koma53,327.0
std_koma53,101.69174631732922
koma53_range,372
total_unit_duration,273.25
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.17196349905601008
median_unit_duration,0.125
std_unit_duration,0.1046108338728238
most_common_note,D5
most_common_note_count,285
