Variable,Value
makam,sehnaz
form,fantezi
usul,yuruksemai
title,yuregimi_ezmezdim
composer,ali_rifat_cagatay
filename,sehnaz--fantezi--yuruksemai--yuregimi_ezmezdim--ali_rifat_cagatay.txt
note_count,256
unique_note_count,18
minimum_koma53,-1
maximum_koma53,380
mean_koma53,317.3203125
median_koma53,336.0
std_koma53,74.48141587855665
koma53_range,381
total_unit_duration,30.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.1171875
median_unit_duration,0.0625
std_unit_duration,0.08448952829881856
most_common_note,E5
most_common_note_count,38
