Variable,Value
makam,rehavi
form,beste
usul,remel
title,zannetme_ben
composer,numan_aga
filename,rehavi--beste--remel--zannetme_ben--numan_aga.txt
note_count,392
unique_note_count,17
minimum_koma53,-1
maximum_koma53,367
mean_koma53,308.3494897959184
median_koma53,327.0
std_koma53,72.00886418683575
koma53_range,368
total_unit_duration,56.0
minimum_unit_duration,0.041666666666666664
maximum_unit_duration,0.75
mean_unit_duration,0.14285714285714285
median_unit_duration,0.125
std_unit_duration,0.09146202842052131
most_common_note,D5
most_common_note_count,63
