Variable,Value
makam,acemasiran
form,sarki
usul,sofyan
title,bakma_sakin
composer,sakir_aga
filename,acemasiran--sarki--sofyan--bakma_sakin--sakir_aga.txt
note_count,481
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.6819126819127
median_koma53,331.0
std_koma53,55.760057624916655
koma53_range,372
total_unit_duration,44.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.091995841995842
median_unit_duration,0.0625
std_unit_duration,0.06242646076391257
most_common_note,F5
most_common_note_count,72
