Variable,Value
makam,yeni_cargah
form,sazeseri
usul,sofyan
title,sinsin
composer,bunyan
filename,yeni_cargah--sazeseri--sofyan--sinsin--bunyan.txt
note_count,545
unique_note_count,9
minimum_koma53,0
maximum_koma53,358
mean_koma53,318.7449541284404
median_koma53,318.0
std_koma53,18.534226517914828
koma53_range,358
total_unit_duration,52.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.09587155963302753
median_unit_duration,0.0625
std_unit_duration,0.05554229656794014
most_common_note,C5
most_common_note_count,216
