Variable,Value
makam,muhayyerkurdi
form,sarki
usul,duyek
title,unutulmaz_adinla
composer,selahaddin_erkose
filename,muhayyerkurdi--sarki--duyek--unutulmaz_adinla--selahaddin_erkose.txt
note_count,432
unique_note_count,15
minimum_koma53,-1
maximum_koma53,380
mean_koma53,321.6875
median_koma53,336.0
std_koma53,75.64363900427944
koma53_range,381
total_unit_duration,58.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.1345486111111111
median_unit_duration,0.125
std_unit_duration,0.09791903207555759
most_common_note,A5
most_common_note_count,71
