Variable,Value
makam,nihavent
form,sarki
usul,senginsemai
title,bir_gun
composer,musa_sureyya_bey
filename,nihavent--sarki--senginsemai--bir_gun--musa_sureyya_bey.txt
note_count,520
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,320.96153846153845
median_koma53,327.0
std_koma53,46.34243054193601
koma53_range,372
total_unit_duration,65.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.125
median_unit_duration,0.0625
std_unit_duration,0.10738057398148627
most_common_note,D5
most_common_note_count,103
