Variable,Value
makam,beyati
form,pesrev
usul,hafif
title,
composer,seyfettin_osmanoglu
filename,beyati--pesrev--hafif----seyfettin_osmanoglu.txt
note_count,920
unique_note_count,16
minimum_koma53,-1
maximum_koma53,371
mean_koma53,312.9054347826087
median_koma53,327.0
std_koma53,69.34583792142915
koma53_range,372
total_unit_duration,128.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.13940217391304346
median_unit_duration,0.125
std_unit_duration,0.07347665826465717
most_common_note,D5
most_common_note_count,176
