Variable,Value
makam,yegah
form,sarki
usul,devrihindi
title,vadin_unutma
composer,latif_aga
filename,yegah--sarki--devrihindi--vadin_unutma--latif_aga.txt
note_count,535
unique_note_count,16
minimum_koma53,-1
maximum_koma53,358
mean_koma53,305.5102803738318
median_koma53,318.0
std_koma53,64.32454714979433
koma53_range,359
total_unit_duration,56.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.375
mean_unit_duration,0.10490654205607476
median_unit_duration,0.0625
std_unit_duration,0.06649066060082302
most_common_note,D5
most_common_note_count,78
