Variable,Value
makam,beyati
form,sarki
usul,duyek
title,askn_fecri
composer,sadettin_kaynak
filename,beyati--sarki--duyek--askn_fecri--sadettin_kaynak.txt
note_count,348
unique_note_count,21
minimum_koma53,-1
maximum_koma53,371
mean_koma53,312.2816091954023
median_koma53,327.0
std_koma53,78.95715108153988
koma53_range,372
total_unit_duration,51.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.1469109195402299
median_unit_duration,0.125
std_unit_duration,0.09526749067523227
most_common_note,D5
most_common_note_count,73
