Variable,Value
makam,hicaz_uzzal
form,sarki
usul,agiraksak
title,firkatin_aldi
composer,bimen_sen
filename,hicaz_uzzal--sarki--agiraksak--firkatin_aldi--bimen_sen.txt
note_count,576
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,328.56944444444446
median_koma53,340.0
std_koma53,59.81035568647786
koma53_range,372
total_unit_duration,71.875
minimum_unit_duration,0.03125
maximum_unit_duration,0.625
mean_unit_duration,0.1247829861111111
median_unit_duration,0.125
std_unit_duration,0.09657845761473698
most_common_note,G5
most_common_note_count,86
