Variable,Value
makam,mahur
form,sarki
usul,duyek
title,ben_guzele
composer,sadettin_kaynak
filename,mahur--sarki--duyek--ben_guzele--sadettin_kaynak.txt
note_count,628
unique_note_count,18
minimum_koma53,-1
maximum_koma53,371
mean_koma53,309.6289808917197
median_koma53,336.0
std_koma53,86.46139860677427
koma53_range,372
total_unit_duration,116.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.1849124203821656
median_unit_duration,0.125
std_unit_duration,0.1448601234610329
most_common_note,G5
most_common_note_count,108
