Variable,Value
makam,kurdilihicazkar
form,sarki
usul,aksak
title,etmeyin_gozlerinizden
composer,ismail_baha_surelsan
filename,kurdilihicazkar--sarki--aksak--etmeyin_gozlerinizden--ismail_baha_surelsan.txt
note_count,305
unique_note_count,14
minimum_koma53,-1
maximum_koma53,371
mean_koma53,333.344262295082
median_koma53,340.0
std_koma53,38.60728611264467
koma53_range,372
total_unit_duration,36.5
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.11967213114754098
median_unit_duration,0.0625
std_unit_duration,0.07414046308747234
most_common_note,G5
most_common_note_count,53
