Variable,Value
makam,dilkeside
form,kupe
usul,yuruksemai_ii
title,dilkeside_faslinin
composer,ahmet_avni_konuk
filename,dilkeside--kupe--yuruksemai_ii--dilkeside_faslinin--ahmet_avni_konuk.txt
note_count,99
unique_note_count,17
minimum_koma53,-1
maximum_koma53,371
mean_koma53,308.62626262626264
median_koma53,318.0
std_koma53,67.55324217035214
koma53_range,372
total_unit_duration,12.0
minimum_unit_duration,0.0625
maximum_unit_duration,0.625
mean_unit_duration,0.12121212121212122
median_unit_duration,0.125
std_unit_duration,0.07460470969529907
most_common_note,D5
most_common_note_count,15
