Variable,Value
makam,hicaz
form,sarki
usul,sofyan
title,enginde_yavas
composer,sadettin_kaynak
filename,hicaz--sarki--sofyan--enginde_yavas--sadettin_kaynak.txt
note_count,416
unique_note_count,17
minimum_koma53,-1
maximum_koma53,367
mean_koma53,301.2307692307692
median_koma53,327.0
std_koma53,81.44939808594957
koma53_range,368
total_unit_duration,63.0
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.15144230769230768
median_unit_duration,0.125
std_unit_duration,0.15815966932478956
most_common_note,D5
most_common_note_count,87
