Variable,Value
makam,huzzam
form,sarki
usul,duyek
title,seni_sesini
composer,sadi_hosses
filename,huzzam--sarki--duyek--seni_sesini--sadi_hosses.txt
note_count,407
unique_note_count,13
minimum_koma53,-1
maximum_koma53,380
mean_koma53,308.3906633906634
median_koma53,333.0
std_koma53,97.63540407742359
koma53_range,381
total_unit_duration,61.125
minimum_unit_duration,0.0625
maximum_unit_duration,1.0
mean_unit_duration,0.15018427518427518
median_unit_duration,0.125
std_unit_duration,0.16135194054500357
most_common_note,D5
most_common_note_count,69
