Variable,Value
makam,sazkar
form,sazsemaisi
usul,aksaksemai
title,
composer,gavsi_baykara
filename,sazkar--sazsemaisi--aksaksemai----gavsi_baykara.txt
note_count,628
unique_note_count,26
minimum_koma53,-1
maximum_koma53,380
mean_koma53,298.3216560509554
median_koma53,313.0
std_koma53,74.21316151512283
koma53_range,381
total_unit_duration,90.5
minimum_unit_duration,0.03125
maximum_unit_duration,1.25
mean_unit_duration,0.14410828025477707
median_unit_duration,0.125
std_unit_duration,0.1388328758018696
most_common_note,C5
most_common_note_count,97
