Variable,Value
makam,ussak
form,sarki
usul,aksak
title,ben_aglarim
composer,sevki_bey
filename,ussak--sarki--aksak--ben_aglarim--sevki_bey.txt
note_count,275
unique_note_count,9
minimum_koma53,-1
maximum_koma53,349
mean_koma53,314.2581818181818
median_koma53,318.0
std_koma53,35.38240877465451
koma53_range,350
total_unit_duration,27.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.09863636363636363
median_unit_duration,0.0625
std_unit_duration,0.06034165862252552
most_common_note,C5
most_common_note_count,59
