Variable,Value
makam,beyati
form,agirsemai
usul,agir_aksaksemai
title,ruhsarin_uzre
composer,hamparsum
filename,beyati--agirsemai--agir_aksaksemai--ruhsarin_uzre--hamparsum.txt
note_count,316
unique_note_count,13
minimum_koma53,-1
maximum_koma53,371
mean_koma53,301.2879746835443
median_koma53,327.0
std_koma53,95.40208633544087
koma53_range,372
total_unit_duration,62.0
minimum_unit_duration,0.0625
maximum_unit_duration,2.5
mean_unit_duration,0.1962025316455696
median_unit_duration,0.125
std_unit_duration,0.31297992415614667
most_common_note,E5
most_common_note_count,48
