Variable,Value
makam,huseyni
form,turku
usul,nimsofyan
title,bir_of_ceksem
composer,kayseri
filename,huseyni--turku--nimsofyan--bir_of_ceksem--kayseri.txt
note_count,266
unique_note_count,6
minimum_koma53,-1
maximum_koma53,336
mean_koma53,300.74436090225566
median_koma53,315.0
std_koma53,69.47073814669467
koma53_range,337
total_unit_duration,21.25
minimum_unit_duration,0.03125
maximum_unit_duration,0.25
mean_unit_duration,0.07988721804511278
median_unit_duration,0.0625
std_unit_duration,0.033561566436408834
most_common_note,C5
most_common_note_count,57
