Variable,Value
makam,kurdilihicazkar
form,sarki
usul,yuruksemai
title,sen_gozlerine
composer,misirli_udi_ibrahim_efendi
filename,kurdilihicazkar--sarki--yuruksemai--sen_gozlerine--misirli_udi_ibrahim_efendi.txt
note_count,456
unique_note_count,19
minimum_koma53,-1
maximum_koma53,368
mean_koma53,327.52412280701753
median_koma53,332.0
std_koma53,32.61570223367687
koma53_range,369
total_unit_duration,60.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.75
mean_unit_duration,0.1318530701754386
median_unit_duration,0.125
std_unit_duration,0.12427735978603856
most_common_note,F5
most_common_note_count,64
