Variable,Value
makam,sevkidil
form,pesrev
usul,muhammes
title,
composer,seyyid_ahmed_aga
filename,sevkidil--pesrev--muhammes----seyyid_ahmed_aga.txt
note_count,195
unique_note_count,15
minimum_koma53,-1
maximum_koma53,367
mean_koma53,313.2
median_koma53,332.0
std_koma53,78.92039575407223
koma53_range,368
total_unit_duration,32.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.16538461538461538
median_unit_duration,0.125
std_unit_duration,0.07984064844136023
most_common_note,D5
most_common_note_count,29
