Variable,Value
makam,segah
form,turku
usul,iki_bir
title,pencereden_tas
composer,kars
filename,segah--turku--iki_bir--pencereden_tas--kars.txt
note_count,361
unique_note_count,7
minimum_koma53,-1
maximum_koma53,344
mean_koma53,285.54570637119116
median_koma53,318.0
std_koma53,100.12546983999731
koma53_range,345
total_unit_duration,42.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.11668975069252077
median_unit_duration,0.125
std_unit_duration,0.05368553633267122
most_common_note,D5
most_common_note_count,102
