Variable,Value
makam,hicaz
form,turku
usul,raksaksagi
title,entarisi_ala
composer,istanbul
filename,hicaz--turku--raksaksagi--entarisi_ala--istanbul.txt
note_count,445
unique_note_count,6
minimum_koma53,-1
maximum_koma53,340
mean_koma53,303.60898876404497
median_koma53,322.0
std_koma53,75.21240140047085
koma53_range,341
total_unit_duration,72.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.375
mean_unit_duration,0.16207865168539326
median_unit_duration,0.125
std_unit_duration,0.0641244259091491
most_common_note,D5
most_common_note_count,96
