Variable,Value
makam,yeni_cargah
form,turku
usul,sofyan
title,bilmem_su
composer,
filename,yeni_cargah--turku--sofyan--bilmem_su--.txt
note_count,351
unique_note_count,8
minimum_koma53,0
maximum_koma53,358
mean_koma53,325.5441595441595
median_koma53,327.0
std_koma53,19.99436102841181
koma53_range,358
total_unit_duration,32.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.09188034188034189
median_unit_duration,0.0625
std_unit_duration,0.03229258978947577
most_common_note,C5
most_common_note_count,108
