Variable,Value
makam,kurdi
form,fantezi
usul,sofyan
title,inan_ki
composer,selim_oztas
filename,kurdi--fantezi--sofyan--inan_ki--selim_oztas.txt
note_count,761
unique_note_count,10
minimum_koma53,-1
maximum_koma53,362
mean_koma53,306.52825229960575
median_koma53,327.0
std_koma53,74.86673812230036
koma53_range,363
total_unit_duration,104.25
minimum_unit_duration,0.0625
maximum_unit_duration,0.5
mean_unit_duration,0.13699080157687255
median_unit_duration,0.08333333333333333
std_unit_duration,0.10938650051183213
most_common_note,E5
most_common_note_count,160
