Variable,Value
makam,gerdaniye
form,turku
usul,raksaksagi
title,penceresi_yesil
composer,konya
filename,gerdaniye--turku--raksaksagi--penceresi_yesil--konya.txt
note_count,297
unique_note_count,12
minimum_koma53,-1
maximum_koma53,371
mean_koma53,306.04713804713805
median_koma53,318.0
std_koma53,77.48084637045181
koma53_range,372
total_unit_duration,36.125
minimum_unit_duration,0.0625
maximum_unit_duration,0.25
mean_unit_duration,0.12163299663299663
median_unit_duration,0.125
std_unit_duration,0.06530225971404147
most_common_note,D5
most_common_note_count,66
