Variable,Value
makam,kurdilihicazkar
form,sarki
usul,duyek
title,ne_demistin
composer,selahaddin_pinar
filename,kurdilihicazkar--sarki--duyek--ne_demistin--selahaddin_pinar.txt
note_count,512
unique_note_count,16
minimum_koma53,-1
maximum_koma53,384
mean_koma53,320.82421875
median_koma53,331.0
std_koma53,54.36000493354241
koma53_range,385
total_unit_duration,57.125
minimum_unit_duration,0.03125
maximum_unit_duration,0.5
mean_unit_duration,0.111572265625
median_unit_duration,0.125
std_unit_duration,0.05673199763323189
most_common_note,G5
most_common_note_count,89
