Variable,Value
makam,nihavent
form,sazeseri
usul,nimsofyan
title,seytanin_ruyasi
composer,muhammet_yildirir
filename,nihavent--sazeseri--nimsofyan--seytanin_ruyasi--muhammet_yildirir.txt
note_count,1035
unique_note_count,35
minimum_koma53,-1
maximum_koma53,424
mean_koma53,328.97777777777776
median_koma53,327.0
std_koma53,39.78098270529432
koma53_range,425
total_unit_duration,36.25
minimum_unit_duration,0.015625
maximum_unit_duration,0.25
mean_unit_duration,0.035024154589371984
median_unit_duration,0.03125
std_unit_duration,0.017833434365143987
most_common_note,C5
most_common_note_count,95
